1	Chr_14	24831517	0.0
1	Chr_14	25185446	0.0
1	Chr_14	25655215	0.0
1	Chr_14	25207545	0.0
1	Chr_14	24905683	0.0
1	Chr_14	25171037	0.0
1	Chr_14	24846889	0.0
1	Chr_14	25708515	0.0
1	Chr_14	24426195	0.0
1	Chr_14	25115917	0.0
1	Chr_14	25233696	0.0
1	Chr_14	24835368	0.0
1	Chr_14	25102605	0.0
1	Chr_14	25569487	0.0
1	Chr_14	25256859	0.0
1	Chr_14	24893584	0.0
1	Chr_14	25430516	0.0
1	Chr_14	25102422	0.0
1	Chr_14	24904563	0.0
1	Chr_14	24854103	0.0
1	Chr_14	25257752	0.0
1	Chr_14	25470257	0.0
1	Chr_14	25381915	0.0
1	Chr_14	25467276	0.0
1	Chr_14	25426575	0.0
1	Chr_14	24844121	0.0
1	Chr_14	25236998	0.0
1	Chr_14	25133354	0.0
1	Chr_14	25014765	0.0
1	Chr_14	25467455	0.0
1	Chr_14	25381737	0.0
1	Chr_14	25411607	0.0
1	Chr_14	25052221	0.0
1	Chr_14	25503825	0.0
1	Chr_14	24843943	0.0
1	Chr_14	25141418	0.0
1	Chr_14	25604821	0.0
1	Chr_14	24870125	0.0
1	Chr_14	24903727	0.0
1	Chr_14	24940867	0.0
1	Chr_14	25195578	1.177
1	Chr_14	25742432	1.177
1	Chr_14	25743140	1.177
1	Chr_14	25257522	1.177
1	Chr_14	25670252	1.177
1	Chr_14	25251752	1.177
1	Chr_14	25140042	1.177
1	Chr_14	25234554	1.177
1	Chr_14	24892846	1.177
1	Chr_14	25691666	2.353
1	Chr_14	24660215	3.53
1	Chr_14	25685752	3.53
1	Chr_14	25729674	3.53
1	Chr_14	25729942	3.53
1	Chr_14	25769781	3.53
1	Chr_14	25430191	4.706
1	Chr_14	25847178	5.883
1	Chr_14	26220556	9.499
1	Chr_14	26220765	10.675
1	Chr_14	26228745	11.852
1	Chr_14	26702080	13.028
1	Chr_14	26277033	13.028
1	Chr_14	26499475	13.028
1	Chr_14	26367486	13.028
1	Chr_14	26691665	13.028
1	Chr_14	26203586	13.028
1	Chr_14	26653938	13.028
1	Chr_14	26822051	13.028
1	Chr_14	26827944	13.028
1	Chr_14	26275890	13.028
1	Chr_14	26733242	13.028
1	Chr_14	26685977	13.028
1	Chr_14	26240453	13.028
1	Chr_14	26319665	13.028
1	Chr_14	26489881	13.028
1	Chr_14	26352162	13.028
1	Chr_14	26733782	13.028
1	Chr_14	26446661	13.028
1	Chr_14	26652308	13.028
1	Chr_14	26274008	13.028
1	Chr_14	26303045	13.028
1	Chr_14	26448313	13.028
1	Chr_14	26402974	13.028
1	Chr_14	26581126	13.028
1	Chr_14	26352839	13.028
1	Chr_14	26654171	13.028
1	Chr_14	26308103	13.028
1	Chr_14	26321449	13.028
1	Chr_14	26419328	13.028
1	Chr_14	26490038	13.028
1	Chr_14	26321668	13.028
1	Chr_14	26604882	13.028
1	Chr_14	26307884	13.028
1	Chr_14	26745744	13.028
1	Chr_14	26606195	13.028
1	Chr_14	26593019	13.028
1	Chr_14	26704977	13.028
1	Chr_14	26431056	13.028
1	Chr_14	26377773	13.028
1	Chr_14	26690101	13.028
1	Chr_14	26302824	13.028
1	Chr_14	26567656	13.028
1	Chr_14	26580829	13.028
1	Chr_14	26388990	13.028
1	Chr_14	26627946	13.028
1	Chr_14	26653541	13.028
1	Chr_14	26659095	13.028
1	Chr_14	26819715	13.028
1	Chr_14	26362557	13.028
1	Chr_14	26643173	13.028
1	Chr_14	26593182	13.028
1	Chr_14	26659723	13.028
1	Chr_14	26725574	13.028
1	Chr_14	26766839	13.028
1	Chr_14	26362319	13.028
1	Chr_14	26379871	13.028
1	Chr_14	26430884	13.028
1	Chr_14	26493873	13.028
1	Chr_14	26811677	13.028
1	Chr_14	26317684	13.028
1	Chr_14	26446484	13.028
1	Chr_14	26448534	13.028
1	Chr_14	26368837	13.028
1	Chr_14	26240709	13.028
1	Chr_14	26233899	13.028
1	Chr_14	26221701	13.028
1	Chr_14	26220924	13.028
1	Chr_14	26703418	13.028
1	Chr_14	26156226	13.028
1	Chr_14	26242518	13.028
1	Chr_14	26242741	13.028
1	Chr_14	26190982	13.028
1	Chr_14	26164451	13.028
1	Chr_14	26180523	13.028
1	Chr_14	26182753	13.028
1	Chr_14	26144373	13.028
1	Chr_14	26145279	13.028
1	Chr_14	26201852	13.028
1	Chr_14	26239699	13.028
1	Chr_14	26242080	13.028
1	Chr_14	26229150	13.028
1	Chr_14	26221083	13.028
1	Chr_14	26195340	13.028
1	Chr_14	26194836	13.028
1	Chr_14	26319891	13.028
1	Chr_14	26174832	13.028
1	Chr_14	26153873	13.028
1	Chr_14	26188991	13.028
1	Chr_14	26228940	13.028
1	Chr_14	26233235	13.028
1	Chr_14	26168511	13.028
1	Chr_14	26226017	13.028
1	Chr_14	26239549	13.028
1	Chr_14	26144823	13.028
1	Chr_14	26210488	13.028
1	Chr_14	26113007	13.028
1	Chr_14	26118182	13.028
1	Chr_14	26113208	13.028
1	Chr_14	26226401	13.028
1	Chr_14	26112837	13.028
1	Chr_14	26412314	13.028
1	Chr_14	26126081	13.028
1	Chr_14	26120044	13.028
1	Chr_14	26118441	13.028
1	Chr_14	26066005	13.028
1	Chr_14	26077539	13.028
1	Chr_14	26080566	13.028
1	Chr_14	26058344	13.028
1	Chr_14	26077764	13.028
1	Chr_14	26078191	13.028
1	Chr_14	26080222	13.028
1	Chr_14	26037791	13.028
1	Chr_14	26040254	13.028
1	Chr_14	26040071	13.028
1	Chr_14	26042812	13.028
1	Chr_14	26041788	13.028
1	Chr_14	26041121	13.028
1	Chr_14	26044789	13.028
1	Chr_14	25962025	14.205
1	Chr_14	25884353	14.205
1	Chr_14	25884161	14.205
1	Chr_14	25980511	14.205
1	Chr_14	25881808	14.205
1	Chr_14	25902394	14.205
1	Chr_14	25961318	14.205
1	Chr_14	25930729	14.205
1	Chr_14	26003260	14.205
1	Chr_14	25959593	14.205
1	Chr_14	26012095	14.205
1	Chr_14	25883993	14.205
1	Chr_14	25961568	14.205
1	Chr_14	25902185	14.205
1	Chr_14	25857773	15.381
1	Chr_14	25744737	15.381
1	Chr_14	25670922	15.381
1	Chr_14	25678856	15.381
1	Chr_14	25679317	15.381
1	Chr_14	25874091	15.381
1	Chr_14	25849861	15.381
1	Chr_14	25741669	15.381
1	Chr_14	25857430	15.381
1	Chr_14	25661089	15.381
1	Chr_14	25724843	15.381
1	Chr_14	25730879	15.381
1	Chr_14	25849651	15.381
1	Chr_14	25874475	15.381
1	Chr_14	25742846	15.381
1	Chr_14	25858867	15.381
1	Chr_14	25846760	15.381
1	Chr_14	25730668	15.381
1	Chr_14	25854049	15.381
1	Chr_14	25847965	15.381
1	Chr_14	25606475	16.558
1	Chr_14	25418350	17.734
1	Chr_14	25453552	17.734
1	Chr_14	25507884	17.734
1	Chr_14	25454254	17.734
1	Chr_14	25011879	17.734
1	Chr_14	25449229	17.734
1	Chr_14	25453064	17.734
1	Chr_14	25286775	17.734
1	Chr_14	25449457	17.734
1	Chr_14	25182095	18.911
1	Chr_14	25185097	18.911
1	Chr_14	25210072	18.911
1	Chr_14	25137674	18.911
